Parent id number,Id number,Shortname,Description,Description format,Scale values,Scale configuration,Rule type,Rule outcome,Rule config,Cross referenced competency id numbers,Exported id,Is framework,Taxonomy
,FDFTEC3003A (2017),"FDFTEC3003A: Apply raw materials, ingredient and process knowledge to Production Problems (2017)",,1,,,,,,2017,,,
,FDFTEC4003A (2017),FDFTEC4003A: Control food contamination and spoilage (2017),,1,,,,,,2017,,,
,FDFTEC4004A (2017),FDFTEC4004A: Apply basic process engineering principles to food processing (2017),,1,,,,,,2017,,,
,FDFTEC4005A (2017),FDFTEC4005A: Apply an understanding of food additives (2017),,1,,,,,,2017,,,
,FDFTEC4006A (2017),FDFTEC4006A: Apply an understanding of legal requirements of food production (2017),,1,,,,,,2017,,,
,FDFTEC4007A (2017),FDFTEC4007A: Describe and analyse data using mathematical principles (2017),,1,,,,,,2017,,,
,FDFTEC4011A (2017),FDFTEC4011A: Participate in product recalls (2017),,1,,,,,,2017,,,
,FDFWGG2003A (2017),FDFWGG2003A: Hand prune vines (2017),,1,,,,,,2017,,,
,FDFWGG2004A (2017),FDFWGG2004A: Undertake irrigation systems maintenance activities (2017),,1,,,,,,2017,,,
,FDFWGG2008A (2017),FDFWGG2008A: Train vines (2017),,1,,,,,,2017,,,
,FDFWGG2009A (2017),FDFWGG2009A: Operate specialised canopy management equipment (2017),,1,,,,,,2017,,,
,FDFWGG2010A (2017),FDFWGG2010A: Field graft vines (2017),,1,,,,,,2017,,,
,FDFWGG2011A (2017),FDFWGG2011A: Install irrigation components (2017),,1,,,,,,2017,,,
,FDFWGG2014A (2017),FDFWGG2014A: Operate the irrigation system (2017),,1,,,,,,2017,,,
,FDFWGG2015A (2017),FDFWGG2015A: Support mechanical harvesting operations (2017),,1,,,,,,2017,,,
,FDFWGG2016A (2017),FDFWGG2016A: Install and maintain vine trellis (2017),,1,,,,,,2017,,,
,FDFWGG2017A (2017),FDFWGG2017A: Recognise disorders and identify pests and diseases (2017),,1,,,,,,2017,,,
,FDFWGG2018A (2017),FDFWGG2018A: Operate vineyard equipment (2017),,1,,,,,,2017,,,
,FDFWGG2019A (2017),FDFWGG2019A: Perform vertebrate pest control activities (2017),,1,,,,,,2017,,,
,FDFWGG2023A (2017),FDFWGG2023A: Carry out basic canopy maintenance (2017),,1,,,,,,2017,,,
,FDFWGG2024A (2017),FDFWGG2024A: Pick grapes by hand (2017),,1,,,,,,2017,,,
,FDFWGG2025A (2017),FDFWGG2025A: Plant vines by hand (2017),,1,,,,,,2017,,,
,FDFWGG3002A (2017),FDFWGG3002A: Coordinate canopy management activities (2017),,1,,,,,,2017,,,
,FDFWGG3006A (2017),FDFWGG3006A: Coordinate hand pruning activities (2017),,1,,,,,,2017,,,
,FDFWGG3007A (2017),FDFWGG3007A: Implement an irrigation schedule (2017),,1,,,,,,2017,,,
,FDFWGG3008A (2017),FDFWGG3008A: Operate a mechanical harvester (2017),,1,,,,,,2017,,,
,FDFWGG3012A (2017),FDFWGG3012A: Monitor and control vine disorders and damage (2017),,1,,,,,,2017,,,
,FNSACC301 (2017),FNSACC301: Process financial transactions and extract interim repo (2017),,1,,,,,,2017,,,
,FNSACC301A (2017),FNSACC301A: Process financial transactions and extract interim reports (2017),,1,,,,,,2017,,,
,FNSACC302 (2017),FNSACC302: Administer subsidiary accounts and ledgers (2017),,1,,,,,,2017,,,
,FNSACC401 (2017),FNSACC401: Process business tax requirements (2017),,1,,,,,,2017,,,
,FNSACC401A (2017),FNSACC401A: Process business tax requirements (2017),,1,,,,,,2017,,,
,FNSACC402 (2017),FNSACC402: Prepare operational budgets (2017),,1,,,,,,2017,,,
,FNSACC402A (2017),FNSACC402A: Prepare operational budgets (2017),,1,,,,,,2017,,,
,FNSACC403 (2017),FNSACC403: Make decisions in a legal context (2017),,1,,,,,,2017,,,
,FNSACC403B (2017),FNSACC403B: Make decisions in a legal context (2017),,1,,,,,,2017,,,
,FNSACC404 (2017),FNSACC404: Prepare financial statements for non-reporting entities (2017),,1,,,,,,2017,,,
,FNSACC404A (2017),FNSACC404A: Prepare financial statements for non-reporting entities (2017),,1,,,,,,2017,,,
,FNSACC406 (2017),FNSACC406: Set up and operate a computerised accounting system (2017),,1,,,,,,2017,,,
,FNSACC406A (2017),FNSACC406A: Set up and operate a computerised accounting system (2017),,1,,,,,,2017,,,
,FNSACC501 (2017),FNSACC501: Provide financial and business performance information (2017),,1,,,,,,2017,,,
,FNSACC501A (2017),FNSACC501A: Provide financial and business performance information (2017),,1,,,,,,2017,,,
,FNSACC502 (2017),FNSACC502: Prepare tax documentation for individuals (2017),,1,,,,,,2017,,,
,FNSACC502B (2017),FNSACC502B: Prepare legally compliant tax returns for individuals (2017),,1,,,,,,2017,,,
,FNSACC503 (2017),FNSACC503: Manage budgets and forecasts (2017),,1,,,,,,2017,,,
,FNSACC503A (2017),FNSACC503A: Manage budgets and forecasts (2017),,1,,,,,,2017,,,
,FNSACC504 (2017),FNSACC504: Prepare financial reports for corporate entities (2017),,1,,,,,,2017,,,
,FNSACC504A (2017),FNSACC504A: Prepare financial reports for corporate entities (2017),,1,,,,,,2017,,,
,FNSACC506 (2017),FNSACC506: Implement and maintain internal control procedures (2017),,1,,,,,,2017,,,
,FNSACC506A (2017),FNSACC506A: Implement and maintain internal control procedures (2017),,1,,,,,,2017,,,
,FNSACC507 (2017),FNSACC507: Provide management accounting information (2017),,1,,,,,,2017,,,
,FNSACC507A (2017),FNSACC507A: Provide management accounting information (2017),,1,,,,,,2017,,,
,FNSBKG401 (2017),FNSBKG401: Develop and implement policies and procedures relevant to bookkeeping activities (2017),,1,,,,,,2017,,,
,FNSBKG401A (2017),FNSBKG401A: Develop and implement policies and procedures relevant to bookkeeping activities (2017),,1,,,,,,2017,,,
,FNSBKG402 (2017),FNSBKG402: Establish and maintain a cash accounting system (2017),,1,,,,,,2017,,,
,FNSBKG402A (2017),FNSBKG402A: Establish and maintain a cash accounting system (2017),,1,,,,,,2017,,,
,FNSBKG403 (2017),FNSBKG403: Establish and maintain an accrual accounting system (2017),,1,,,,,,2017,,,
,FNSBKG403A (2017),FNSBKG403A: Establish and maintain an accrual accounting system (2017),,1,,,,,,2017,,,
,FNSBKG404 (2017),FNSBKG404: Carry out business activity and instalment activity statement tasks (2017),,1,,,,,,2017,,,
,FNSBKG404A (2017),FNSBKG404A: Carry out business activity and instalment activity statement tasks (2017),,1,,,,,,2017,,,
,FNSBKG405 (2017),FNSBKG405: Establish and maintain a payroll system (2017),,1,,,,,,2017,,,
,FNSBKG405A (2017),FNSBKG405A: Establish and maintain a payroll system (2017),,1,,,,,,2017,,,
,FNSICGEN305B (2017),FNSICGEN305B: Maintain daily financial/business records (2017),,1,,,,,,2017,,,
,FNSINC401 (2017),FNSINC401: Apply principles of professional practice to work in the financial services indu (2017),,1,,,,,,2017,,,
,FNSINC401A (2017),FNSINC401A: Apply principles of professional practice to work in the financial services indu (2017),,1,,,,,,2017,,,
,FPICOT2239A (2017),FPICOT2239A: Trim and cut felled trees (2017),,1,,,,,,2017,,,
,FPICOT3202B (2017),FPICOT3202B: Navigate in remote or trackless areas (2017),,1,,,,,,2017,,,
,FPICOT3238B (2017),FPICOT3238B: Operate a pole saw (2017),,1,,,,,,2017,,,
,FPIFGM2201B (2017),FPIFGM2201B: Collect seed (2017),,1,,,,,,2017,,,
,FSKDIG03 (2017),FSKDIG03: Use digital technology for routine workplace tasks (2017),,1,,,,,,2017,,,
,FSKLRG06 (2017),FSKLRG06: Participate in work placement (2017),,1,,,,,,2017,,,
,FSKLRG11 (2017),FSKLRG11: Use routine strategies for work-related learning (2017),,1,,,,,,2017,,,
,FSKNUM14 (2017),"FSKNUM14: Calculate with whole numbers and familiar fractions, decimals and percentages fo (2017)",,1,,,,,,2017,,,
,FSKNUM15 (2017),"FSKNUM15: Estimate, measure and calculate with routine metric measurements for work (2017)",,1,,,,,,2017,,,
,FSKNUM20 (2017),FSKNUM20: Use basic functions of a calculator (2017),,1,,,,,,2017,,,
,FSKOCM05 (2017),FSKOCM05: Use oral communication skills for effective workplace presentations (2017),,1,,,,,,2017,,,
,FSKOCM06 (2017),FSKOCM06: Use oral communication skills to participate in workplace teams (2017),,1,,,,,,2017,,,
,FSKOCM07 (2017),FSKOCM07: Interact effectively with others at work (2017),,1,,,,,,2017,,,
,FSKRDG11 (2017),FSKRDG11: Read and respond to complex workplace information (2017),,1,,,,,,2017,,,
,FSKWTG09 (2017),FSKWTG09: Write routine workplace texts (2017),,1,,,,,,2017,,,
,GAS (2017),GAS: Gas (2017),,1,,,,,,2017,,,
,GOITOHS01 (2017),GOITOHS01: GOTAFE OHS compliance for Managers (2017),,1,,,,,,2017,,,
,HAI020 (2017),HAI020: Apply Eyelash Extension (2017),,1,,,,,,2017,,,
,HLTAAP001 (2017),HLTAAP001: Recognise healthy body systems (2017),,1,,,,,,2017,,,
,HLTAH301C (2017),HLTAH301C: Assist with an allied health program (2017),,1,,,,,,2017,,,
,HLTAHA001 (2017),HLTAHA001: Assist with an allied health program (2017),,1,,,,,,2017,,,
,HLTAID001 (2017),HLTAID001: Provide cardiopulmonary resuscitation (2017),,1,,,,,,2017,,,
,HLTAID002 (2017),HLTAID002: Provide basic emergency life support (2017),,1,,,,,,2017,,,
,HLTAID003 (2017),HLTAID003: Provide First Aid (2017),,1,,,,,,2017,,,
,HLTAID004 (2017),HLTAID004: Provide an emergency first aid response in an education and care setting (2017),,1,,,,,,2017,,,
,HLTAID005 (2017),HLTAID005: Provide first aid in remote situations (2017),,1,,,,,,2017,,,
,HLTAID006 (2017),HLTAID006: Provide advanced first aid (2017),,1,,,,,,2017,,,
,HLTAIN001 (2017),HLTAIN001: Assist with nursing care in an acute care environment (2017),,1,,,,,,2017,,,
,HLTAIN002 (2017),HLTAIN002: Provide non-client contact support in an acute care environment (2017),,1,,,,,,2017,,,
,HLTAIN301C (2017),HLTAIN301C: Assist nursing team in an acute care environment (2017),,1,,,,,,2017,,,
,HLTAIN302C (2017),HLTAIN302C: Provide support in an acute care environment (2017),,1,,,,,,2017,,,
,HLTAMBFC301D (2017),HLTAMBFC301D: Communicate with clients and colleagues to support health care (2017),,1,,,,,,2017,,,
,HLTAMBPD401C (2017),HLTAMBPD401C: Manage personal stressors in the work environment (2017),,1,,,,,,2017,,,
,HLTAMBT301B (2017),HLTAMBT301B: Transport non-emergency clients under operational conditions (2017),,1,,,,,,2017,,,
,HLTAP301B (2017),HLTAP301B: Recognise healthy body systems in a health care context (2017),,1,,,,,,2017,,,
,HLTAP401B (2017),HLTAP401B: Confirm physical health status (2017),,1,,,,,,2017,,,
,HLTAP501C (2017),HLTAP501C: Analyse Health Information (2017),,1,,,,,,2017,,,
,HLTCAR001 (2017),HLTCAR001: Perform electrocardiography (ECG) (2017),,1,,,,,,2017,,,
,HLTCSD201D (2017),HLTCSD201D: Maintain high standard of client service (2017),,1,,,,,,2017,,,
,HLTCSD203D (2017),HLTCSD203D: Prepare and maintain beds (2017),,1,,,,,,2017,,,
,HLTCSD208D (2017),HLTCSD208D: Transport clients (2017),,1,,,,,,2017,,,
,HLTCSD304D (2017),HLTCSD304D: Support the care of clients (2017),,1,,,,,,2017,,,
,HLTCSD305D (2017),HLTCSD305D: Assist with client movement (2017),,1,,,,,,2017,,,
,HLTCSD306D (2017),HLTCSD306D: Respond effectively to behaviours of concern (2017),,1,,,,,,2017,,,
,HLTEN401B (2017),HLTEN401B: Work in the nursing profession (2017),,1,,,,,,2017,,,
,HLTEN502B (2017),HLTEN502B: Apply effective communication skills in nursing practice (2017),,1,,,,,,2017,,,
,HLTEN503B (2017),HLTEN503B: Contribute to client assessment and developing nursing care plans (2017),,1,,,,,,2017,,,
,HLTEN504C (2017),HLTEN504C: Implement and evaluate a plan of nursing care (2017),,1,,,,,,2017,,,
,HLTEN505C (2017),HLTEN505C: Contribute to the complex nursing care of clients (2017),,1,,,,,,2017,,,
,HLTEN506B (2017),HLTEN506B: Apply principles of wound management in the clinical environment (2017),,1,,,,,,2017,,,
,HLTEN507C (2017),HLTEN507C: Administer and monitor medications in the work environment (2017),,1,,,,,,2017,,,
,HLTEN508B (2017),"HLTEN508B: Apply reflective practice, critical thinking and analysis in health (2017)",,1,,,,,,2017,,,
,HLTEN509B (2017),HLTEN509B: Apply legal and ethical parameters to nursing practice (2017),,1,,,,,,2017,,,
,HLTEN510B (2017),HLTEN510B: Implement and monitor nursing care for consumers with mental health conditions (2017),,1,,,,,,2017,,,
,HLTEN511B (2017),HLTEN511B: Provide nursing care for clients requiring palliative care (2017),,1,,,,,,2017,,,
,HLTEN512B (2017),HLTEN512B: Implement and monitor nursing care for clients with acute health problems (2017),,1,,,,,,2017,,,
,HLTEN513B (2017),HLTEN513B: Implement and monitor nursing care for clients with chronic health problems (2017),,1,,,,,,2017,,,
,HLTEN514B (2017),HLTEN514B: Apply research skills within a contemporary health environment (2017),,1,,,,,,2017,,,
,HLTEN515B (2017),HLTEN515B: Implement and monitor nursing care for older clients (2017),,1,,,,,,2017,,,
,HLTEN516B (2017),HLTEN516B: Apply understanding of the Australian health care system (2017),,1,,,,,,2017,,,
,HLTEN519C (2017),HLTEN519C: Administer and monitor intravenous medication in the nursing environment (2017),,1,,,,,,2017,,,
,HLTEN520B (2017),HLTEN520B: Contribute to the care of mothers and babies (2017),,1,,,,,,2017,,,
,HLTEN602B (2017),HLTEN602B: Practise in the rehabilitation nursing environment (2017),,1,,,,,,2017,,,
,HLTEN606B (2017),HLTEN606B: Assess clients and manage client care (2017),,1,,,,,,2017,,,
,HLTEN608B (2017),HLTEN608B: Practise In The Domiciliary Health Care Environment (2017),,1,,,,,,2017,,,
,HLTEN609B (2017),HLTEN609B: Practise in the respiratory nursing environment (2017),,1,,,,,,2017,,,
,HLTEN611B (2017),HLTEN611B: Apply principles of diabetic nursing care (2017),,1,,,,,,2017,,,
,HLTEN612B (2017),HLTEN612B: Practise in the perioperative nursing environment (2017),,1,,,,,,2017,,,
,HLTEN616B (2017),HLTEN616B: Apply principles of stoma care (2017),,1,,,,,,2017,,,
,HLTEN619B (2017),HLTEN619B: Manage clients and others experiencing loss and grief (2017),,1,,,,,,2017,,,
,HLTEN620B (2017),HLTEN620B: Practise in first line emergency nursing (2017),,1,,,,,,2017,,,
,HLTFA211A (2017),HLTFA211A: Provide basic emergency life support (2017),,1,,,,,,2017,,,
,HLTFA301C (2017),HLTFA301C: Apply first aid (2017),,1,,,,,,2017,,,
,HLTFA311A (2017),HLTFA311A: Apply first aid (2017),,1,,,,,,2017,,,
,HLTFS207C (2017),HLTFS207C: Follow basic food safety practices (2017),,1,,,,,,2017,,,
,HLTFS309C (2017),HLTFS309C: Oversee the day-to-day implementation of food safety in the workplace (2017),,1,,,,,,2017,,,
,HLTFS310C (2017),HLTFS310C: Apply and monitor food safety requirements (2017),,1,,,,,,2017,,,
,HLTHIR301C (2017),HLTHIR301C: Communicate and work effectively in health (2017),,1,,,,,,2017,,,
,HLTHIR403C (2017),HLTHIR403C: Work effectively with culturally diverse clients and co-workers (2017),,1,,,,,,2017,,,
,HLTHIR404D (2017),HLTHIR404D: Work effectively with Aboriginal and/or Torres Strait Islander people (2017),,1,,,,,,2017,,,
,HLTHSE204D (2017),HLTHSE204D: Follow safe manual handling practices (2017),,1,,,,,,2017,,,
,HLTIN301C (2017),HLTIN301C: Comply with infection control policies and procedures (2017),,1,,,,,,2017,,,
,HLTINF001 (2017),HLTINF001: Comply with infection prevention and control policies and procedures (2017),,1,,,,,,2017,,,
,HLTMS201D (2017),HLTMS201D: Collect and manage linen stock at user-location (2017),,1,,,,,,2017,,,
,HLTMS203D (2017),HLTMS203D: Undertake routine stock maintenance (2017),,1,,,,,,2017,,,
,HLTPAT001 (2017),HLTPAT001: Identify and respond to clinical risks in pathology collection (2017),,1,,,,,,2017,,,
,HLTPAT002 (2017),HLTPAT002: Perform venous blood collection (2017),,1,,,,,,2017,,,
,HLTPAT004 (2017),HLTPAT004: Collect pathology specimens other than blood (2017),,1,,,,,,2017,,,
,HLTPAT006 (2017),"HLTPAT006: Receive, prepare and dispatch pathology specimens (2017)",,1,,,,,,2017,,,
,HLTTH303D (2017),HLTTH303D: Identify and move to maintain a sterile field (2017),,1,,,,,,2017,,,
,HLTWHS001 (2017),HLTWHS001: Participate in workplace health and safety (2017),,1,,,,,,2017,,,
,HLTWHS002 (2017),HLTWHS002: Follow safe work practices for direct client care (2017),,1,,,,,,2017,,,
,HLTWHS003 (2017),HLTWHS003: Maintain work health and safety (2017),,1,,,,,,2017,,,
,HLTWHS006 (2017),HLTWHS006: Manage personal stressors in the work environment (2017),,1,,,,,,2017,,,
,HLTWHS200A (2017),HLTWHS200A: Participate in WHS processes (2017),,1,,,,,,2017,,,
,HLTWHS300A (2017),HLTWHS300A: Contribute to WHS processes (2017),,1,,,,,,2017,,,
,HOS012 (2017),HOS012: Coffee Workshop (2017),,1,,,,,,2017,,,
,HOS080 (2017),HOS080: Responsible service of alcohol (2017),,1,,,,,,2017,,,
,ICAICT103A (2017),"ICAICT103A: Use, communicate and search securely on the internet (2017)",,1,,,,,,2017,,,
,ICAICT202A (2017),ICAICT202A: Work and communicate effectively in an IT environment (2017),,1,,,,,,2017,,,
,ICAICT203A (2017),ICAICT203A: Operate application software packages (2017),,1,,,,,,2017,,,
,ICAICT301A (2017),ICAICT301A: Create user documentation (2017),,1,,,,,,2017,,,
,ICAICT302A (2017),ICAICT302A: Install and optimise operating system software (2017),,1,,,,,,2017,,,
,ICAICT306A (2017),ICAICT306A: Migrate to new technology (2017),,1,,,,,,2017,,,
,ICAICT308A (2017),ICAICT308A: Use advanced features of computer applications (2017),,1,,,,,,2017,,,
,ICAICT408A (2017),ICAICT408A: Create technical documentation (2017),,1,,,,,,2017,,,
,ICAICT418A (2017),"ICAICT418A: Contribute to copyright, ethics and privacy in an IT environment (2017)",,1,,,,,,2017,,,
,ICAICT422A (2017),ICAICT422A: Participate in IT services (2017),,1,,,,,,2017,,,
,ICANWK301A (2017),ICANWK301A: Provide network systems administration (2017),,1,,,,,,2017,,,
,ICANWK302A (2017),ICANWK302A: Determine and action network problems (2017),,1,,,,,,2017,,,
,ICANWK304A (2017),ICANWK304A: Administer network peripherals (2017),,1,,,,,,2017,,,
,ICANWK305A (2017),ICANWK305A: Install and manage network protocols (2017),,1,,,,,,2017,,,
,ICANWK401A (2017),ICANWK401A: Install and manage a server (2017),,1,,,,,,2017,,,
,ICANWK402A (2017),ICANWK402A: Install and configure virtual machines for sustainable ICT (2017),,1,,,,,,2017,,,
,ICANWK403A (2017),ICANWK403A: Manage network and data integrity (2017),,1,,,,,,2017,,,
,ICANWK404A (2017),"ICANWK404A: Install, operate and troubleshoot a small enterprise branch network (2017)",,1,,,,,,2017,,,
,ICANWK405A (2017),ICANWK405A: Build a small wireless local area network (2017),,1,,,,,,2017,,,
,ICANWK406A (2017),"ICANWK406A: Install, configure and test network security (2017)",,1,,,,,,2017,,,
,ICANWK408A (2017),ICANWK408A: Configure a desktop environment (2017),,1,,,,,,2017,,,
,ICANWK410A (2017),ICANWK410A: Install hardware to a network (2017),,1,,,,,,2017,,,
,ICANWK411A (2017),ICANWK411A: Deploy software to networked computers (2017),,1,,,,,,2017,,,
,ICANWK412A (2017),ICANWK412A: Create network documentation (2017),,1,,,,,,2017,,,
,ICAPMG401A (2017),ICAPMG401A: Support small scale IT projects (2017),,1,,,,,,2017,,,
,ICASAS301A (2017),ICASAS301A: Run standard diagnostic tests (2017),,1,,,,,,2017,,,
,ICASAS303A (2017),ICASAS303A: Care for computer hardware (2017),,1,,,,,,2017,,,
,ICASAS304A (2017),ICASAS304A: Provide basic system administration (2017),,1,,,,,,2017,,,
,ICASAS305A (2017),ICASAS305A: Provide IT advice to clients (2017),,1,,,,,,2017,,,
,ICASAS306A (2017),ICASAS306A: Maintain equipment and software (2017),,1,,,,,,2017,,,
,ICASAS307A (2017),"ICASAS307A: Install, configure and secure a small office home office network (2017)",,1,,,,,,2017,,,
,ICASAS426A (2017),"ICASAS426A: Locate and troubleshoot IT equipment, system and software faults (2017)",,1,,,,,,2017,,,
,ICAU3126B (2017),ICAU3126B: Use advanced features of computer applications (2017),,1,,,,,,2017,,,
,ICAWEB201A (2017),ICAWEB201A: Use social media tools for collaboration and engagement (2017),,1,,,,,,2017,,,
,ICPPP221C (2017),ICPPP221C: Select and apply type (2017),,1,,,,,,2017,,,
,ICPPP325C (2017),ICPPP325C: Create graphics using a graphics application (2017),,1,,,,,,2017,,,
,ICPPR389A (2017),ICPPR389A: Manage digital files (2017),,1,,,,,,2017,,,
,ICPPRN389 (2017),ICPPRN389: Manage digital files (2017),,1,,,,,,2017,,,
,ICPPRP221 (2017),ICPPRP221: Select and apply type (2017),,1,,,,,,2017,,,
,ICPPRP284 (2017),ICPPRP284: Produce PDF files for online or screen display (2017),,1,,,,,,2017,,,
